home_uid,host_uid,claude_label,claude_reason,final
uns-pmf:I021,utwente:202500332,0,Host is about intro databases and AI; no substantive overlap with the home course.,no
uns-pmf:I021,utwente:202500568,0,Host is about functional and logic programming; no substantive overlap with the home course.,no
uns-pmf:I021,utwente:202500344,0,Host is about Java OO implementation project; no substantive overlap with the home course.,no
uns-pmf:I021,utwente:202001045,0,Host is about social network science; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500331,0,Host is about search and sort algorithms plus functional programming; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500361,0,Host is about AI and machine learning; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500333,0,Host is about computer architecture and networks basics; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500342,0,Host is about imperative and OO programming in Java; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202001047,0,Host is about web science group project; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500356,0,Host is about computer architecture; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500334,0,Host is about cryptography and IT law; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500332,0,Host is about intro databases and AI; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202001045,0,Host is about social network science; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500343,0,Host is about advanced Java programming; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202001033,0,Host is about applied statistics; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202400362,0,Host is about networking project; no substantive overlap with the home course.,no
uns-pmf:I121,utwente:202500362,0,Host is about UX design; no substantive overlap with the home course.,no
uns-pmf:I031,utwente:202200022,0,Host is about knowledge representation and data quality; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500342,1,Covers Java basics classes inheritance and polymorphism; exceptions and I/O streams are left to a follow-up unit.,no
uns-pmf:I032,utwente:202300357,0,Host is about concurrency and compilers; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202400444,0,Host is about agile web project; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500568,0,Host is about functional and logic programming; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500352,0,Host is about databases (SQL normalisation transactions); no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500343,1,Covers exceptions I/O and collections in Java; complements but does not cover the OO basics.,no
uns-pmf:I032,utwente:202500341,0,Host is about UML and software design; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500354,0,Host is about agile development project; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500344,1,Practical Java OO implementation of 10-20 classes; applies OO but does not teach the language fundamentals.,no
uns-pmf:I032,utwente:202500356,0,Host is about computer architecture; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500331,0,Host is about search and sort algorithms plus functional programming; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500332,0,Host is about intro databases and AI; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500361,0,Host is about AI and machine learning; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500333,0,Host is about computer architecture and networks basics; no substantive overlap with the home course.,no
uns-pmf:I032,utwente:202500351,0,Host is about secure web development; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202500331,1,Algorithmics half covers searching and sorting with complexity; no trees hashing backtracking or DP.,no
uns-pmf:I033,utwente:202500352,0,Host is about databases (SQL normalisation transactions); no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202300357,0,Host is about concurrency and compilers; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202500332,0,Host is about intro databases and AI; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202500333,0,Host is about computer architecture and networks basics; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202500342,0,Host is about imperative and OO programming in Java; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202400444,0,Host is about agile web project; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202500361,0,Host is about AI and machine learning; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202001047,0,Host is about web science group project; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202200021,0,Host is about neural networks for data types; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202001045,0,Host is about social network science; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202500343,0,Host is about advanced Java programming; no substantive overlap with the home course.,no
uns-pmf:I033,utwente:202500354,0,Host is about agile development project; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202500331,0,Host is about search and sort algorithms plus functional programming; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202001045,0,Host is about social network science; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202001047,0,Host is about web science group project; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202500361,0,Host is about AI and machine learning; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202500333,0,Host is about computer architecture and networks basics; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202500332,0,Host is about intro databases and AI; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202500334,0,Host is about cryptography and IT law; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202001046,0,Host is about game theory and auctions; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202001033,0,Host is about applied statistics; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202300357,0,Host is about concurrency and compilers; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202200024,0,Host is about DS&AI project; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202500568,0,Host is about functional and logic programming; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202500356,0,Host is about computer architecture; no substantive overlap with the home course.,no
uns-pmf:I034,utwente:202500352,0,Host is about databases (SQL normalisation transactions); no substantive overlap with the home course.,no
uns-pmf:I141,utwente:202500568,1,"Covers functional and logic paradigms and language technology in depth, but not the broad comparative history of paradigms.",no
uns-pmf:I141,utwente:202500342,0,"Host covers introductory Java programming, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202300357,1,"Covers the concurrent paradigm plus syntax and semantic analysis, only part of a comparative languages course.",no
uns-pmf:I141,utwente:202500343,0,"Host covers advanced Java programming, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202400444,0,"Host covers an agile web and data project, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202500352,0,"Host covers databases and SQL, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202500344,0,"Host covers a Java networked game project, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202500331,0,"Host covers intro algorithmics and functional programming, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202500341,0,"Host covers UML-based software design and modelling, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202500361,0,"Host covers introductory AI and machine learning, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202500333,0,"Host covers intro computer architecture, OS and networks, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202500332,0,"Host covers intro databases and AI, not a comparative programming languages and paradigms course.",no
uns-pmf:I141,utwente:202200021,0,"Host covers neural networks for data types, not a comparative programming languages and paradigms course.",no
uns-pmf:I142,utwente:202001047,0,"Web science project on networks and game theory, unrelated to automata and formal languages.",no
uns-pmf:I052,utwente:202500341,2,"UML class, activity and statechart modelling with CASE tools matches the UML system modelling course.",no
uns-pmf:I052,utwente:202400783,0,"Host covers embedded hardware architectures, not UML information system modelling.",no
uns-pmf:I052,utwente:202200022,0,"Host covers knowledge representation and data quality, not UML information system modelling.",no
uns-pmf:I052,utwente:202500356,0,"Host covers computer architecture, not UML information system modelling.",no
uns-pmf:I052,utwente:202400444,0,"Host covers an agile web and data project, not UML information system modelling.",no
uns-pmf:I052,utwente:202500342,0,"Host covers introductory Java programming, not UML information system modelling.",no
uns-pmf:I052,utwente:202500362,0,"Host covers user experience design, not UML information system modelling.",no
uns-pmf:I052,utwente:202500352,0,"Host covers databases and SQL, not UML information system modelling.",no
uns-pmf:I052,utwente:202500351,0,"Host covers secure web development, not UML information system modelling.",no
uns-pmf:I052,utwente:202500361,0,"Host covers introductory AI and machine learning, not UML information system modelling.",no
uns-pmf:I052,utwente:202500332,0,"Host covers intro databases and AI, not UML information system modelling.",no
uns-pmf:I052,utwente:202200021,0,"Host covers neural networks for data types, not UML information system modelling.",no
uns-pmf:I052,utwente:202500354,0,"Host covers an agile software project, not UML information system modelling.",no
uns-pmf:I151,utwente:202500361,2,"Covers AI history, logic, search, uncertainty and ML, the substance of an intro AI course.",no
uns-pmf:I152,utwente:202500331,0,"Host covers intro algorithmics and functional programming, not computability and complexity theory.",no
uns-pmf:I152,utwente:202500361,0,"Host covers introductory AI and machine learning, not computability and complexity theory.",no
uns-pmf:I152,utwente:202300357,0,"Host covers concurrent programming and compiler construction, not computability and complexity theory.",no
uns-pmf:I152,utwente:202500568,0,"Host covers functional and logic programming, not computability and complexity theory.",no
uns-pmf:I152,utwente:202500333,0,"Host covers intro computer architecture, OS and networks, not computability and complexity theory.",no
uns-pmf:I152,utwente:202500342,0,"Host covers introductory Java programming, not computability and complexity theory.",no
uns-pmf:I152,utwente:202500356,0,"Host covers computer architecture, not computability and complexity theory.",no
uns-pmf:I152,utwente:202500343,0,"Host covers advanced Java programming, not computability and complexity theory.",no
uns-pmf:I152,utwente:202500332,0,"Host covers intro databases and AI, not computability and complexity theory.",no
uns-pmf:I152,utwente:202001047,0,"Host covers a web science group project, not computability and complexity theory.",no
uns-pmf:I152,utwente:202001045,0,"Host covers social network analysis, not computability and complexity theory.",no
uns-pmf:I152,utwente:202200024,0,"Host covers a data science and AI project, not computability and complexity theory.",no
uns-pmf:I152,utwente:202200022,0,"Host covers knowledge representation and data quality, not computability and complexity theory.",no
uns-pmf:I152,utwente:202001033,0,"Host covers applied statistics, not computability and complexity theory.",no
uns-pmf:I152,utwente:202200201,0,"Host covers embedded software engineering, not computability and complexity theory.",no
uns-pmf:I152,utwente:202200023,0,"Host covers explainable AI and ethics, not computability and complexity theory.",no
uns-pmf:I211,utwente:202500361,0,"Host covers introductory AI and machine learning, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202500331,0,"Host covers intro algorithmics and functional programming, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202200022,0,"Host covers knowledge representation and data quality, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202500568,0,"Host covers functional and logic programming, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202500333,0,"Host covers intro computer architecture, OS and networks, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202500332,0,"Host covers intro databases and AI, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202500356,0,"Host covers computer architecture, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202300357,0,"Host covers concurrent programming and compiler construction, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202500343,0,"Host covers advanced Java programming, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202500352,0,"Host covers databases and SQL, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202200024,0,"Host covers a data science and AI project, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202400608,0,"Host covers a professional internship, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202400444,0,"Host covers an agile web and data project, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202001045,0,"Host covers social network analysis, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I211,utwente:202200021,0,"Host covers neural networks for data types, not discrete foundations (sets, relations, logic, lattices).",no
uns-pmf:I212,utwente:202001047,0,"Host covers a web science group project, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500361,0,"Host covers introductory AI and machine learning, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500331,0,"Host covers intro algorithmics and functional programming, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500343,0,"Host covers advanced Java programming, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500334,0,"Host covers cryptography and IT law, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500332,0,"Host covers intro databases and AI, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500352,0,"Host covers databases and SQL, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500341,0,"Host covers UML-based software design and modelling, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500568,0,"Host covers functional and logic programming, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202300357,0,"Host covers concurrent programming and compiler construction, not single-variable real analysis and calculus.",no
uns-pmf:I212,utwente:202500333,0,"Host covers intro computer architecture, OS and networks, not single-variable real analysis and calculus.",yes
uns-pmf:I212,utwente:202200022,0,"Host covers knowledge representation and data quality, not single-variable real analysis and calculus.",yes
uns-pmf:I212,utwente:202001033,0,"Host covers applied statistics, not single-variable real analysis and calculus.",yes
uns-pmf:I212,utwente:202200024,0,"Host covers a data science and AI project, not single-variable real analysis and calculus.",yes
uns-pmf:I212,utwente:202300106,0,"Host covers an individual research project, not single-variable real analysis and calculus.",yes
uns-pmf:I221,utwente:202001046,1,"Its auctions and sponsored-search part touches web business models, but it is game theory, not e-business.",yes
uns-pmf:I221,utwente:202500361,0,"Host covers introductory AI and machine learning, not e-business.",yes
uns-pmf:I221,utwente:202500332,0,"Host covers intro databases and AI, not e-business.",yes
uns-pmf:I221,utwente:202500351,1,"Covers web development and web security, two topics of the e-business course, not business models or e-commerce.",yes
uns-pmf:I221,utwente:202500344,0,"Host covers a Java networked game project, not e-business.",yes
uns-pmf:I221,utwente:202500352,0,"Host covers databases and SQL, not e-business.",yes
uns-pmf:I221,utwente:202001047,0,"Host covers a web science group project, not e-business.",yes
uns-pmf:I221,utwente:202500343,0,"Host covers advanced Java programming, not e-business.",yes
uns-pmf:I221,utwente:202500342,0,"Host covers introductory Java programming, not e-business.",yes
uns-pmf:I221,utwente:202400444,0,"Host covers an agile web and data project, not e-business.",yes
uns-pmf:I221,utwente:202500331,0,"Host covers intro algorithmics and functional programming, not e-business.",yes
uns-pmf:I221,utwente:202001041,0,"Host covers smart spaces and IoT, not e-business.",yes
uns-pmf:I221,utwente:202400362,0,"Host covers a network systems project, not e-business.",yes
uns-pmf:I221,utwente:202500354,0,"Host covers an agile software project, not e-business.",yes
uns-pmf:I221,utwente:202500341,0,"Host covers UML-based software design and modelling, not e-business.",yes
uns-pmf:I241,utwente:202500352,2,"Covers normalization to BCNF, JDBC access, transactions and indices in a multi-tier setting, the core of Databases 2; distributed DBMS and data warehouses are thinner.",yes
uns-pmf:I241,utwente:202400444,0,"Agile team project on a web application; teaches process skills, not DBMS principles or JDBC.",yes
uns-pmf:I241,utwente:202500332,0,"Only introductory ER modelling and SQL, which is Databases 1 level, plus unrelated AI half.",yes
uns-pmf:I241,utwente:202500354,0,Project sprint deliverables for a client; no database theory content.,yes
uns-pmf:I241,utwente:202500351,0,Web security and requirements; touches multi-tier web but not DBMS internals or JDBC.,yes
uns-pmf:I241,utwente:202500353,0,Agile process and teamwork skills only.,yes
uns-pmf:I241,utwente:202500342,0,"Introduction to Programming does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202500344,0,"Software Systems Implementation Project does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202500356,0,"Computer Architecture and Organisation does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202500341,0,"Software Design and Modelling does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202500333,0,"Hardware Diamond does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202500347,0,"Network Systems Part 2 does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202200023,0,"Explainable AI & Ethics does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I241,utwente:202400362,0,"Network Systems Project does not cover databases, JDBC, transactions and distributed DBMS.",yes
uns-pmf:I243,utwente:202500346,1,"Covers basics, link and application layers of the Internet stack; network and transport layers are in Part 2, so only half of the home course.",yes
uns-pmf:I243,utwente:202500347,1,"Covers network and transport layers (IP, routing, TCP); link and application layers are in Part 1, so only half of the home course.",yes
uns-pmf:I243,utwente:202500333,1,"Half of the course introduces layered packet-switched networks and TCP/IP, but only at an introductory level next to computer architecture.",yes
uns-pmf:I251,utwente:202500341,1,"Covers UML modelling, waterfall process and metrics, but not requirements engineering, formal specification, cost estimation or testing practice.",yes
uns-pmf:I262,utwente:202500352,1,"Covers multi-tier systems with JDBC database access, but not ORM, servlets, JSP or building a full information system.",yes
uns-pmf:M-02,utwente:202001033,0,Statistical Methods for Data Analysis does not cover academic English.,yes
uns-pmf:M-02,utwente:202500332,0,Information Diamond does not cover academic English.,yes
uns-pmf:M-02,utwente:202500568,0,Functional and Logic Programming does not cover academic English.,yes
uns-pmf:M-02,utwente:202001047,0,Web Science Final Project does not cover academic English.,yes
uns-pmf:M-02,utwente:202500361,0,Introduction to Artificial Intelligence and Machine Learning does not cover academic English.,yes
uns-pmf:M-02,utwente:202500344,0,Software Systems Implementation Project does not cover academic English.,yes
uns-pmf:M-02,utwente:202200024,0,DS&AI Project does not cover academic English.,yes
uns-pmf:M-02,utwente:202500342,0,Introduction to Programming does not cover academic English.,yes
uns-pmf:M-02,utwente:202200021,0,Machine Learning for Datatypes does not cover academic English.,yes
uns-pmf:M-02,utwente:202500333,0,Hardware Diamond does not cover academic English.,yes
uns-pmf:M-02,utwente:202400362,0,Network Systems Project does not cover academic English.,yes
uns-pmf:M-02,utwente:202300106,0,Research Project does not cover academic English.,yes
uns-pmf:M-02,utwente:202500343,0,Advanced Programming does not cover academic English.,yes
uns-pmf:M-02,utwente:202400444,0,Data & Information Project does not cover academic English.,yes
uns-pmf:M-02,utwente:202500352,0,Databases does not cover academic English.,yes
uns-pmf:M3-21,utwente:202001046,1,"Game theory, auctions and market clearing overlap with microeconomic modelling, but there is no macroeconomics or classic supply and demand theory.",yes
uns-pmf:M3-21,utwente:202001047,0,Web Science Final Project does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500361,0,Introduction to Artificial Intelligence and Machine Learning does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202001033,0,Statistical Methods for Data Analysis does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202001045,0,Social Network Structure and Dynamics does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500332,0,Information Diamond does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202200024,0,DS&AI Project does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500568,0,Functional and Logic Programming does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500342,0,Introduction to Programming does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500356,0,Computer Architecture and Organisation does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500331,0,Software Diamond does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500333,0,Hardware Diamond does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202400444,0,Data & Information Project does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202500354,0,Agile Project Technical Development does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202001041,0,Smart Spaces Core does not cover micro- and macroeconomics.,yes
uns-pmf:M3-21,utwente:202200021,0,Machine Learning for Datatypes does not cover micro- and macroeconomics.,yes
uns-pmf:M-09,utwente:202500332,0,Information Diamond does not cover academic English.,yes
uns-pmf:M-09,utwente:202500568,0,Functional and Logic Programming does not cover academic English.,yes
uns-pmf:M-09,utwente:202001033,0,Statistical Methods for Data Analysis does not cover academic English.,yes
uns-pmf:M-09,utwente:202500344,0,Software Systems Implementation Project does not cover academic English.,yes
uns-pmf:M-09,utwente:202200024,0,DS&AI Project does not cover academic English.,yes
uns-pmf:M-09,utwente:202001047,0,Web Science Final Project does not cover academic English.,yes
uns-pmf:M-09,utwente:202500333,0,Hardware Diamond does not cover academic English.,yes
uns-pmf:M-09,utwente:202400362,0,Network Systems Project does not cover academic English.,yes
uns-pmf:M-09,utwente:202500361,0,Introduction to Artificial Intelligence and Machine Learning does not cover academic English.,yes
uns-pmf:M-09,utwente:202500342,0,Introduction to Programming does not cover academic English.,yes
uns-pmf:M-09,utwente:202200022,0,Knowledge Representation and Reasoning & Data Quality does not cover academic English.,yes
uns-pmf:M-09,utwente:202400444,0,Data & Information Project does not cover academic English.,yes
uns-pmf:M-09,utwente:202400608,0,Internship TCS does not cover academic English.,yes
uns-pmf:M-09,utwente:202500354,0,Agile Project Technical Development does not cover academic English.,yes
uns-pmf:M-09,utwente:202500352,0,Databases does not cover academic English.,yes
uns-pmf:M-15,utwente:202001033,0,Statistical Methods for Data Analysis does not cover sociology.,yes
uns-pmf:I321,utwente:202500333,0,Only binary representation and Boolean logic as a small part of a computer architecture intro; no electronics or sequential circuits.,yes
uns-pmf:I321,utwente:202500356,1,"Covers logic-gate circuit design, memory and digital system basics but none of the analogue electronics half (diodes, transistors, op-amps).",yes
uns-pmf:I321,utwente:202500361,0,"Introduction to Artificial Intelligence and Machine Learning does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202400783,0,"HDL modelling and FPGA synthesis of embedded architectures, not electronic components or basic logic circuits.",yes
uns-pmf:I321,utwente:202400591,0,"Cyber-Physical Systems Core does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500346,0,"Network Systems Part 1 does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500347,0,"Network Systems Part 2 does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500332,0,"Information Diamond does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500348,0,"Network Systems Part 3 does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202300357,0,"Concurrency and Compiler Construction does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500362,0,"User Experience Design does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500343,0,"Advanced Programming does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:I321,utwente:202500342,0,"Introduction to Programming does not cover analogue and digital electronics (semiconductors, amplifiers, logic circuits, flip-flops).",yes
uns-pmf:M3-22,utwente:202500331,0,"Software Diamond does not cover financial mathematics (interest, loans, bonds, options).",yes
uns-pmf:M3-22,utwente:202500332,0,"Information Diamond does not cover financial mathematics (interest, loans, bonds, options).",yes
